"","age","workclass","fnlwgt","education","educationnum","marital","occupation","relationship","race","sex","capgain","caploss","hoursperweek","nativecountry","incomebin"
"24992",28,"Private",31935,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"24994",49,"Private",189498,"HS-grad",9,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",1
"24996",41,"Private",112507,"10th",6,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",0
"25001",44,"Private",162028,"11th",7,"Divorced","Sales","Unmarried","White","Female",0,0,44,"United-States",0
"25003",46,"Private",98350,"10th",6,"Married-spouse-absent","Other-service","Not-in-family","Asian-Pac-Islander","Male",0,0,37,"China",0
"25019",39,"Private",176101,"Bachelors",13,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25034",37,"Private",122493,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",0
"25041",18,"Private",162840,"12th",8,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States",0
"25046",33,"Private",245659,"Some-college",10,"Separated","Other-service","Unmarried","White","Female",0,0,38,"El-Salvador",0
"25047",28,"Private",129624,"HS-grad",9,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"?",0
"25048",47,"Private",104068,"HS-grad",9,"Divorced","Prof-specialty","Unmarried","Amer-Indian-Eskimo","Female",0,0,40,"United-States",0
"25049",30,"Private",337908,"Assoc-acdm",12,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",0,0,20,"United-States",0
"25053",33,"Private",314310,"HS-grad",9,"Married-spouse-absent","Sales","Not-in-family","White","Male",0,0,20,"United-States",0
"25059",27,"Private",289147,"Bachelors",13,"Never-married","Prof-specialty","Own-child","White","Female",0,0,40,"United-States",0
"25060",21,"Private",229826,"Some-college",10,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,20,"United-States",0
"25063",35,"Private",188041,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",0
"25069",55,"Federal-gov",146477,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,45,"United-States",0
"25081",35,"Private",80479,"Assoc-voc",11,"Divorced","Sales","Not-in-family","White","Male",0,0,40,"United-States",0
"25083",41,"Private",175674,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",1
"25086",46,"Self-emp-not-inc",122206,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",0
"25091",31,"Private",91666,"HS-grad",9,"Never-married","Exec-managerial","Own-child","White","Male",0,0,60,"United-States",0
"25092",50,"Local-gov",191025,"Masters",14,"Divorced","Exec-managerial","Not-in-family","White","Female",4650,0,70,"United-States",0
"25097",21,"Private",221157,"HS-grad",9,"Never-married","Other-service","Own-child","Black","Female",0,0,30,"United-States",0
"25099",56,"Local-gov",435836,"Masters",14,"Divorced","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"25103",51,"Private",55500,"12th",8,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",0
"25108",43,"State-gov",206927,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",0
"25111",40,"Private",146908,"HS-grad",9,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,1902,40,"United-States",1
"25115",26,"Private",305304,"11th",7,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"25116",25,"Local-gov",295289,"HS-grad",9,"Never-married","Prof-specialty","Own-child","Black","Female",0,0,40,"United-States",0
"25143",35,"Private",195744,"HS-grad",9,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",0
"25147",44,"Private",75012,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,80,"United-States",0
"25151",31,"Private",240441,"Masters",14,"Never-married","Exec-managerial","Not-in-family","White","Male",0,1564,40,"United-States",1
"25157",40,"Self-emp-not-inc",165108,"Bachelors",13,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"England",0
"25158",20,"Private",406641,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,35,"United-States",0
"25160",30,"Private",341187,"7th-8th",4,"Separated","Transport-moving","Not-in-family","White","Male",0,0,35,"United-States",0
"25164",79,"?",76641,"Masters",14,"Married-civ-spouse","?","Husband","White","Male",20051,0,40,"Poland",1
"25165",20,"Private",47541,"Some-college",10,"Never-married","Sales","Own-child","White","Male",0,0,30,"United-States",0
"25166",25,"Private",233461,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Male",0,0,30,"United-States",0
"25172",28,"Private",130856,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,36,"United-States",0
"25177",33,"Local-gov",175509,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",0
"25179",45,"Private",148995,"Doctorate",16,"Never-married","Prof-specialty","Not-in-family","White","Male",99999,0,30,"United-States",1
"25190",51,"Private",316059,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,0,36,"United-States",0
"25193",26,"Private",60722,"Bachelors",13,"Never-married","Prof-specialty","Own-child","Asian-Pac-Islander","Female",0,0,40,"United-States",0
"25197",45,"Private",201865,"Bachelors",13,"Married-spouse-absent","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States",0
"25198",45,"Private",118889,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25206",22,"Private",258509,"HS-grad",9,"Never-married","Transport-moving","Own-child","Black","Male",0,0,24,"United-States",0
"25208",28,"Private",188236,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,40,"United-States",0
"25214",35,"Private",187329,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,40,"United-States",0
"25220",74,"Private",192290,"10th",6,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,20,"United-States",0
"25229",18,"Private",164441,"Some-college",10,"Never-married","Adm-clerical","Own-child","White","Female",0,0,38,"United-States",0
"25230",38,"Private",179314,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"25237",45,"Private",168598,"12th",8,"Married-civ-spouse","Adm-clerical","Wife","Black","Female",3103,0,40,"United-States",1
"25246",24,"State-gov",330836,"HS-grad",9,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",0
"25247",54,"Self-emp-not-inc",36327,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,50,"United-States",0
"25249",45,"Private",75673,"Assoc-voc",11,"Widowed","Adm-clerical","Not-in-family","Asian-Pac-Islander","Female",0,0,40,"United-States",0
"25251",36,"Private",186035,"11th",7,"Married-civ-spouse","Craft-repair","Husband","White","Male",5178,0,40,"United-States",1
"25256",38,"Private",117312,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Wife","White","Female",15024,0,40,"United-States",1
"25259",24,"Private",90934,"Bachelors",13,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,55,"United-States",0
"25267",58,"?",53481,"Bachelors",13,"Married-civ-spouse","?","Husband","White","Male",0,0,70,"United-States",0
"25274",60,"Private",109511,"7th-8th",4,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"25275",49,"Local-gov",269527,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",7298,0,40,"United-States",1
"25281",32,"Private",180284,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"25283",61,"Private",180382,"5th-6th",3,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",3411,0,45,"United-States",0
"25285",47,"Private",139268,"HS-grad",9,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",0
"25296",61,"?",187636,"Bachelors",13,"Divorced","?","Unmarried","White","Female",0,0,40,"United-States",0
"25297",56,"Self-emp-inc",267763,"HS-grad",9,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"?",0
"25304",90,"?",175444,"7th-8th",4,"Separated","?","Not-in-family","White","Female",0,0,15,"United-States",0
"25310",42,"Private",202188,"Some-college",10,"Divorced","Exec-managerial","Not-in-family","White","Female",0,1741,50,"United-States",0
"25331",44,"Private",185057,"Masters",14,"Never-married","Prof-specialty","Not-in-family","White","Female",0,0,35,"United-States",0
"25332",37,"Self-emp-not-inc",42044,"Some-college",10,"Married-civ-spouse","Farming-fishing","Husband","White","Male",0,0,84,"United-States",0
"25333",35,"Private",166416,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"25337",54,"Federal-gov",27432,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",1
"25342",41,"Local-gov",227644,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25346",36,"Private",186415,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,65,"United-States",0
"25351",25,"Self-emp-inc",160261,"Bachelors",13,"Never-married","Exec-managerial","Own-child","Asian-Pac-Islander","Male",0,0,35,"Taiwan",0
"25357",45,"Private",102308,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",15024,0,60,"United-States",1
"25359",32,"Private",176998,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,40,"United-States",0
"25363",26,"Private",108019,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",3325,0,40,"United-States",0
"25367",44,"Private",222703,"7th-8th",4,"Married-civ-spouse","Machine-op-inspct","Husband","Other","Male",0,0,40,"Nicaragua",0
"25368",23,"Private",183945,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Female",0,0,60,"United-States",0
"25377",21,"Private",156687,"Some-college",10,"Never-married","Sales","Own-child","Asian-Pac-Islander","Male",0,0,30,"India",0
"25378",40,"Local-gov",153489,"HS-grad",9,"Married-civ-spouse","Other-service","Other-relative","White","Male",3137,0,40,"United-States",0
"25382",45,"Private",178319,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",1
"25384",36,"Local-gov",174640,"Assoc-voc",11,"Never-married","Protective-serv","Not-in-family","Black","Female",0,0,60,"United-States",1
"25391",20,"Private",275357,"Assoc-voc",11,"Never-married","Tech-support","Own-child","White","Female",0,0,25,"United-States",0
"25403",19,"State-gov",67217,"Some-college",10,"Never-married","Other-service","Not-in-family","White","Male",594,0,24,"United-States",0
"25423",50,"Private",65408,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,50,"United-States",1
"25435",54,"Private",104501,"Some-college",10,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,40,"United-States",1
"25438",51,"Self-emp-inc",100029,"Doctorate",16,"Married-civ-spouse","Prof-specialty","Husband","White","Male",15024,0,40,"United-States",1
"25439",54,"Private",215990,"Masters",14,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1887,44,"United-States",1
"25443",52,"Local-gov",378045,"HS-grad",9,"Divorced","Adm-clerical","Not-in-family","White","Female",0,0,45,"United-States",0
"25448",30,"Private",63861,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",0
"25451",28,"Private",452808,"10th",6,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",0
"25453",45,"Private",100651,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Male",0,1980,40,"United-States",0
"25457",54,"Private",182314,"Doctorate",16,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,1977,50,"United-States",1
"25461",34,"Private",27494,"HS-grad",9,"Divorced","Craft-repair","Not-in-family","Amer-Indian-Eskimo","Male",0,0,48,"United-States",1
"25474",19,"Self-emp-not-inc",137578,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,53,"United-States",0
"25476",40,"Private",155767,"HS-grad",9,"Separated","Machine-op-inspct","Unmarried","White","Male",0,0,40,"United-States",0
"25485",25,"State-gov",157028,"Bachelors",13,"Never-married","Exec-managerial","Not-in-family","White","Male",0,0,40,"United-States",0
"25489",26,"Local-gov",163189,"Some-college",10,"Married-civ-spouse","Other-service","Other-relative","White","Male",0,0,40,"United-States",0
"25503",17,"Private",317702,"9th",5,"Never-married","Other-service","Own-child","Black","Female",0,0,40,"United-States",0
"25504",48,"Private",287480,"Masters",14,"Married-civ-spouse","Tech-support","Husband","White","Male",0,0,40,"United-States",1
"25512",30,"Private",251411,"Some-college",10,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,40,"United-States",0
"25515",55,"Private",217802,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,25,"United-States",0
"25519",43,"Private",193882,"Some-college",10,"Never-married","Adm-clerical","Not-in-family","White","Male",0,0,55,"United-States",0
"25523",66,"?",108185,"9th",5,"Married-civ-spouse","?","Husband","Black","Male",0,0,40,"United-States",0
"25528",58,"Private",160662,"10th",6,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"25529",54,"Self-emp-inc",196328,"Bachelors",13,"Married-civ-spouse","Sales","Husband","Black","Male",0,0,40,"Jamaica",0
"25533",43,"Private",245056,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Husband","Black","Male",0,0,40,"United-States",1
"25538",69,"?",259323,"Prof-school",15,"Divorced","?","Not-in-family","White","Male",0,0,5,"United-States",0
"25542",17,"Private",123335,"10th",6,"Never-married","Sales","Own-child","White","Female",0,0,20,"United-States",0
"25543",27,"Local-gov",332249,"HS-grad",9,"Never-married","Farming-fishing","Own-child","White","Male",0,0,40,"United-States",0
"25544",26,"Private",358124,"HS-grad",9,"Never-married","Other-service","Other-relative","Black","Female",0,0,40,"United-States",0
"25547",41,"Private",207779,"HS-grad",9,"Separated","Other-service","Not-in-family","White","Female",0,0,40,"United-States",0
"25553",23,"Private",152140,"HS-grad",9,"Never-married","Sales","Not-in-family","White","Female",0,0,40,"United-States",0
"25556",43,"State-gov",78765,"Some-college",10,"Divorced","Exec-managerial","Unmarried","White","Male",0,0,40,"United-States",0
"25558",36,"Self-emp-not-inc",224886,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",2407,0,40,"United-States",0
"25567",42,"State-gov",222884,"Bachelors",13,"Divorced","Adm-clerical","Not-in-family","White","Male",0,0,40,"United-States",0
"25575",21,"Private",215039,"HS-grad",9,"Never-married","Craft-repair","Own-child","White","Male",0,0,13,"?",0
"25577",30,"Private",121142,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Male",0,0,40,"United-States",1
"25578",41,"Private",173858,"7th-8th",4,"Married-civ-spouse","Craft-repair","Husband","Asian-Pac-Islander","Male",0,0,40,"China",0
"25586",50,"Private",240612,"HS-grad",9,"Married-spouse-absent","Exec-managerial","Unmarried","White","Female",0,0,10,"United-States",0
"25587",33,"Private",176992,"Some-college",10,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"25590",46,"Private",128460,"10th",6,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,40,"United-States",0
"25593",26,"Private",284343,"Bachelors",13,"Never-married","Prof-specialty","Not-in-family","White","Male",0,0,50,"United-States",0
"25596",50,"Self-emp-inc",304955,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,60,"United-States",1
"25597",28,"Private",288598,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,35,"United-States",0
"25604",28,"Private",110164,"Some-college",10,"Divorced","Other-service","Other-relative","Black","Male",0,0,24,"United-States",0
"25605",49,"Private",225454,"Assoc-acdm",12,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,45,"United-States",1
"25607",41,"Self-emp-not-inc",144002,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,60,"United-States",1
"25609",36,"Private",187983,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Wife","White","Female",0,0,40,"United-States",0
"25611",57,"Self-emp-not-inc",225913,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,45,"United-States",1
"25617",42,"Private",183384,"Some-college",10,"Divorced","Adm-clerical","Not-in-family","Black","Female",0,0,40,"United-States",0
"25621",42,"Local-gov",186909,"Assoc-acdm",12,"Married-civ-spouse","Exec-managerial","Wife","White","Female",0,0,45,"United-States",1
"25626",34,"Private",123270,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"25627",22,"Self-emp-not-inc",210165,"Some-college",10,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
"25636",56,"Private",147653,"HS-grad",9,"Divorced","Adm-clerical","Unmarried","White","Female",0,0,32,"United-States",0
"25637",35,"?",195946,"Some-college",10,"Married-civ-spouse","?","Husband","Asian-Pac-Islander","Male",0,0,40,"Philippines",1
"25639",19,"Private",151801,"10th",6,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,39,"United-States",0
"25653",42,"Private",144995,"Preschool",1,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,25,"United-States",0
"25654",45,"Private",187969,"Assoc-voc",11,"Never-married","Sales","Not-in-family","White","Female",0,0,38,"United-States",0
"25661",43,"Self-emp-inc",117158,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",15024,0,60,"United-States",1
"25673",42,"Private",220776,"HS-grad",9,"Separated","Handlers-cleaners","Unmarried","White","Male",0,0,40,"Poland",0
"25675",28,"Private",192283,"Masters",14,"Married-spouse-absent","Sales","Not-in-family","White","Female",0,0,80,"United-States",1
"25676",27,"Private",210765,"Assoc-voc",11,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,40,"United-States",0
"25678",35,"State-gov",193241,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,1651,40,"United-States",0
"25687",32,"Private",283400,"HS-grad",9,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"United-States",0
"25691",34,"Private",293900,"11th",7,"Married-spouse-absent","Craft-repair","Not-in-family","Black","Male",0,0,55,"United-States",0
"25693",39,"Private",65738,"Masters",14,"Never-married","Other-service","Not-in-family","White","Female",0,0,32,"United-States",0
"25695",43,"Private",339814,"Some-college",10,"Married-civ-spouse","Prof-specialty","Husband","White","Male",5178,0,40,"United-States",1
"25700",26,"Private",94477,"Some-college",10,"Married-civ-spouse","Transport-moving","Husband","White","Male",7298,0,55,"United-States",1
"25707",24,"Private",209034,"Assoc-acdm",12,"Married-civ-spouse","Sales","Own-child","White","Female",0,0,20,"United-States",0
"25713",52,"Federal-gov",125796,"HS-grad",9,"Never-married","Adm-clerical","Not-in-family","Black","Male",0,0,40,"United-States",0
"25715",34,"Private",329587,"10th",6,"Separated","Other-service","Not-in-family","White","Female",0,0,35,"United-States",0
"25716",35,"Local-gov",182570,"Assoc-acdm",12,"Married-civ-spouse","Protective-serv","Husband","White","Male",0,0,40,"United-States",1
"25718",34,"Self-emp-not-inc",254304,"HS-grad",9,"Married-civ-spouse","Farming-fishing","Husband","White","Male",4508,0,90,"United-States",0
"25728",18,"Private",57108,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,16,"United-States",0
"25729",62,"Private",177791,"10th",6,"Divorced","Other-service","Own-child","White","Female",0,0,40,"United-States",0
"25730",45,"Private",33794,"Masters",14,"Married-civ-spouse","Other-service","Husband","White","Male",0,0,40,"United-States",0
"25740",35,"Self-emp-inc",79586,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","Asian-Pac-Islander","Male",0,0,40,"India",1
"25747",42,"Private",125280,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",3137,0,40,"United-States",0
"25751",53,"Private",479621,"Assoc-voc",11,"Divorced","Tech-support","Not-in-family","Black","Male",0,0,40,"United-States",0
"25753",36,"Private",247600,"Assoc-acdm",12,"Divorced","Exec-managerial","Unmarried","Asian-Pac-Islander","Female",0,0,40,"Taiwan",0
"25754",32,"Private",258406,"Some-college",10,"Never-married","Craft-repair","Unmarried","White","Male",0,0,72,"Mexico",0
"25765",52,"Private",123011,"Some-college",10,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,45,"United-States",1
"25770",37,"Private",186808,"HS-grad",9,"Never-married","Sales","Unmarried","White","Male",0,0,40,"United-States",0
"25772",44,"Private",187629,"Assoc-acdm",12,"Never-married","Craft-repair","Not-in-family","White","Male",0,0,25,"United-States",0
"25776",17,"Private",239947,"11th",7,"Never-married","Adm-clerical","Own-child","White","Male",0,0,40,"United-States",0
"25780",29,"Private",166210,"HS-grad",9,"Divorced","Handlers-cleaners","Own-child","White","Male",0,0,50,"United-States",0
"25781",20,"Private",113200,"Some-college",10,"Never-married","Handlers-cleaners","Own-child","White","Female",0,0,6,"United-States",0
"25790",59,"Private",354037,"Prof-school",15,"Married-civ-spouse","Transport-moving","Husband","Black","Male",15024,0,50,"United-States",1
"25806",19,"Private",270551,"HS-grad",9,"Never-married","Other-service","Own-child","White","Male",0,0,20,"United-States",0
"25810",52,"Private",150393,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",1
"25830",31,"Private",173495,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25831",58,"Self-emp-inc",78634,"11th",7,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,60,"United-States",0
"25834",38,"Private",154641,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25851",45,"Local-gov",348172,"Bachelors",13,"Married-civ-spouse","Farming-fishing","Husband","Asian-Pac-Islander","Male",7298,0,40,"United-States",1
"25853",36,"Self-emp-not-inc",67728,"Bachelors",13,"Married-civ-spouse","Sales","Husband","White","Male",0,0,50,"United-States",1
"25854",70,"?",163057,"HS-grad",9,"Widowed","?","Not-in-family","White","Female",2009,0,40,"United-States",0
"25859",37,"Private",226947,"Assoc-voc",11,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",1
"25860",36,"State-gov",86805,"Some-college",10,"Married-civ-spouse","Exec-managerial","Wife","White","Female",7298,0,39,"United-States",1
"25866",37,"Private",295127,"Some-college",10,"Divorced","Other-service","Not-in-family","White","Male",0,0,47,"United-States",0
"25868",67,"Private",228200,"HS-grad",9,"Married-civ-spouse","Priv-house-serv","Wife","Black","Female",0,0,20,"United-States",0
"25869",51,"Private",263836,"HS-grad",9,"Widowed","Handlers-cleaners","Not-in-family","White","Male",0,0,30,"United-States",0
"25873",23,"Private",240137,"5th-6th",3,"Never-married","Handlers-cleaners","Not-in-family","White","Male",0,0,55,"Mexico",0
"25876",62,"Private",115387,"HS-grad",9,"Never-married","Handlers-cleaners","Other-relative","Black","Female",0,0,40,"United-States",0
"25878",70,"?",133248,"HS-grad",9,"Married-civ-spouse","?","Husband","White","Male",0,0,14,"United-States",0
"25879",45,"Self-emp-not-inc",246891,"Masters",14,"Divorced","Craft-repair","Not-in-family","White","Male",0,0,40,"United-States",0
"25881",38,"Private",175232,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,48,"United-States",0
"25890",34,"Private",211948,"HS-grad",9,"Divorced","Sales","Not-in-family","White","Female",0,1590,40,"United-States",0
"25894",51,"Private",163826,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","White","Male",0,0,40,"United-States",1
"25896",43,"Private",169031,"HS-grad",9,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"United-States",0
"25903",53,"?",150393,"HS-grad",9,"Never-married","?","Not-in-family","White","Male",0,1504,35,"United-States",0
"25911",66,"Self-emp-inc",179951,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,70,"United-States",0
"25917",30,"Private",151001,"5th-6th",3,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",3464,0,40,"Mexico",0
"25919",49,"Private",97883,"Bachelors",13,"Divorced","Exec-managerial","Unmarried","White","Female",0,0,40,"United-States",0
"25925",46,"Self-emp-inc",256909,"HS-grad",9,"Married-spouse-absent","Farming-fishing","Not-in-family","White","Male",3325,0,45,"United-States",0
"25947",38,"Self-emp-not-inc",176657,"Some-college",10,"Separated","Sales","Not-in-family","Asian-Pac-Islander","Male",0,0,60,"Japan",0
"25950",46,"Private",117313,"9th",5,"Separated","Machine-op-inspct","Not-in-family","White","Female",0,0,40,"Ireland",0
"25952",21,"Private",170456,"Assoc-acdm",12,"Never-married","Handlers-cleaners","Own-child","White","Male",0,0,15,"United-States",0
"25954",46,"Private",31432,"HS-grad",9,"Married-civ-spouse","Adm-clerical","Wife","White","Female",3103,0,52,"United-States",1
"25958",30,"Private",46712,"HS-grad",9,"Divorced","Other-service","Not-in-family","White","Female",0,0,40,"United-States",0
"25962",38,"Private",136629,"Bachelors",13,"Married-civ-spouse","Machine-op-inspct","Husband","White","Male",0,0,40,"Iran",0
"25965",49,"Private",148475,"Assoc-voc",11,"Divorced","Tech-support","Unmarried","White","Female",0,0,40,"United-States",0
"25967",50,"Self-emp-inc",160107,"Masters",14,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,55,"United-States",1
"25975",35,"Private",171327,"HS-grad",9,"Married-civ-spouse","Craft-repair","Husband","White","Male",0,0,40,"United-States",0
"25977",63,"?",133166,"Doctorate",16,"Married-civ-spouse","?","Husband","White","Male",0,0,12,"United-States",0
"25981",50,"?",257117,"9th",5,"Married-civ-spouse","?","Husband","White","Male",0,0,50,"United-States",0
"25982",63,"Private",196725,"HS-grad",9,"Widowed","Other-service","Unmarried","White","Female",0,0,24,"United-States",0
"25985",41,"Local-gov",201435,"HS-grad",9,"Married-civ-spouse","Transport-moving","Husband","Black","Male",0,0,40,"United-States",0
"25987",44,"Local-gov",212665,"Some-college",10,"Married-civ-spouse","Protective-serv","Husband","Black","Male",0,0,99,"United-States",0
"25990",61,"Private",219886,"Some-college",10,"Married-civ-spouse","Tech-support","Wife","White","Female",0,0,40,"United-States",1
"25996",69,"Self-emp-not-inc",58213,"Bachelors",13,"Married-civ-spouse","Prof-specialty","Husband","White","Male",20051,0,45,"United-States",1
"26003",50,"Federal-gov",184007,"Some-college",10,"Married-civ-spouse","Adm-clerical","Husband","White","Male",0,0,40,"United-States",0
"26004",33,"Private",341187,"Bachelors",13,"Married-civ-spouse","Exec-managerial","Husband","White","Male",0,0,50,"United-States",1
"26006",28,"Private",198258,"Assoc-voc",11,"Married-civ-spouse","Sales","Husband","White","Male",0,0,40,"United-States",0
"26010",19,"Private",203319,"11th",7,"Never-married","Sales","Own-child","White","Male",0,0,30,"United-States",0
"26016",31,"Private",87535,"Some-college",10,"Never-married","Machine-op-inspct","Not-in-family","White","Female",0,0,25,"United-States",0
"26024",46,"Private",208872,"Assoc-voc",11,"Married-civ-spouse","Prof-specialty","Husband","White","Male",0,0,40,"United-States",1
"26032",38,"Private",237608,"Bachelors",13,"Never-married","Sales","Not-in-family","White","Female",0,2444,45,"United-States",1
"26046",32,"Private",164190,"HS-grad",9,"Married-civ-spouse","Handlers-cleaners","Husband","White","Male",0,0,30,"United-States",0
"26047",36,"Private",90897,"Assoc-acdm",12,"Never-married","Tech-support","Not-in-family","White","Female",0,0,40,"United-States",0
"26062",22,"Private",64520,"12th",8,"Never-married","Transport-moving","Unmarried","White","Male",0,0,30,"United-States",0
